visitor_timestamp,total_visitors,unique_visitors
"2025-04-14",3,1
"2025-04-15",3,1
"2025-04-16",2,1
"2025-04-17",4,1
"2025-04-18",3,1
"2025-04-22",5,2
"2025-05-28",1,1
