clone_timestamp,total_clones,unique_clones

"2025-03-04",2,2
"2025-03-05",5,4
"2025-03-06",1,1
"2025-03-07",3,3
"2025-03-08",3,3
"2025-03-10",9,7
"2025-03-16",22,17
"2025-03-18",2,2
"2025-03-19",2,2
"2025-03-20",3,3
