"2025-01-25",1,1
"2025-01-26",18,18
"2025-01-27",17,5
"2025-01-28",13,9
"2025-01-29",23,5
"2025-01-30",14,9
"2025-01-31",6,4
"2025-02-01",3,3
"2025-02-02",3,3
"2025-02-03",14,4
"2025-02-04",1,1
"2025-02-05",2,2
"2025-02-06",4,2
"2025-02-07",3,3
