clone_timestamp,total_clones,unique_clones
"2025-03-25",1,1
"2025-03-26",2,2
"2025-03-27",2,2
"2025-03-29",1,1
"2025-03-30",2,2
"2025-03-31",3,2
"2025-04-01",1,1
"2025-04-04",5,2
"2025-04-05",1,1
"2025-04-11",1,1
"2025-04-14",4,3
"2025-04-15",1,1
"2025-04-16",9,6
"2025-04-17",27,11
"2025-04-18",3,1
"2025-04-19",1,1
"2025-04-20",1,1
"2025-04-25",2,2
"2025-04-26",23,1
"2025-04-28",1,1
"2025-05-06",2,2
"2025-05-07",2,1
"2025-05-24",22,9
"2025-05-28",6,3
"2025-06-11",1,1
"2025-06-12",1,1
"2025-06-14",2,2
"2025-06-16",3,3
"2025-06-22",3,2
"2025-07-01",1,1
"2025-07-03",1,1
"2025-07-05",1,1
"2025-07-06",1,1
"2025-07-09",9,6
"2025-07-10",10,4
"2025-07-11",2,2
"2025-07-14",1,1
"2025-07-15",1,1
"2025-08-01",1,1
"2025-08-08",4,3
"2025-08-15",1,1
"2025-08-16",1,1
"2025-08-17",1,1
"2025-08-18",7,6
"2025-08-20",1,1
"2025-08-22",7,6
"2025-08-29",4,3
"2025-08-30",1,1
"2025-09-01",2,2
"2025-09-02",5,4
"2025-09-03",1,1
"2025-09-05",1,1
"2025-09-24",1,1
"2025-09-27",1,1
"2025-09-30",1,1
"2025-10-05",77,38
"2025-10-06",19,9
"2025-10-07",3,1
"2025-10-08",2,2
"2025-10-09",2,2
"2025-10-11",45,19
"2025-10-12",47,26
"2025-10-13",2,2
"2025-10-14",1,1
"2025-10-18",8,6
"2025-10-21",12,8
"2025-10-22",4,3
"2025-10-24",4,1
"2025-10-25",5,4
"2025-10-26",29,17
"2025-10-27",12,6
"2025-10-28",11,8
"2025-10-29",23,13
"2025-10-30",16,10
"2025-10-31",4,1
"2025-11-01",1,1
"2025-11-03",1,1
"2025-11-04",30,5
"2025-11-05",15,7
"2025-11-06",4,3
"2025-11-07",4,2
"2025-11-08",18,8
"2025-11-09",20,7
"2025-11-11",10,5
"2025-11-12",15,4
"2025-11-13",4,1
"2025-11-14",3,2
"2025-11-18",1,1
"2025-11-28",1,1
"2025-12-01",7,6
"2025-12-02",2,1
"2025-12-03",1,1
"2025-12-04",1,1
"2025-12-06",1,1
"2025-12-08",1,1
"2025-12-18",1,1
"2025-12-19",1,1
"2025-12-20",0,0
"2025-12-21",0,0
"2025-12-22",0,0
"2025-12-23",0,0
"2025-12-24",0,0
"2025-12-25",10,1
"2025-12-26",0,0
"2025-12-27",1,1
"2025-12-28",0,0
"2025-12-29",1,1
"2025-12-30",2,2
"2025-12-31",2,1
"2026-01-01",36,23
"2026-01-02",3,2
"2026-01-03",1,1
"2026-01-04",0,0
"2026-01-05",0,0
"2026-01-06",2,2
"2026-01-07",0,0
"2026-01-08",0,0
"2026-01-09",2,2
"2026-01-14",2,2
"2026-01-16",0,0
"2026-01-20",0,0
"2026-01-21",1,1
"2026-01-22",0,0
"2026-01-23",0,0
"2026-01-24",0,0
"2026-01-25",0,0
"2026-01-26",0,0
"2026-01-27",1,1
"2026-01-28",1,1
"2026-01-29",0,0
"2026-01-30",0,0
"2026-01-31",12,9
"2026-02-01",3,3
"2026-02-02",1,1
"2026-02-03",1,1
"2026-02-04",0,0
"2026-02-05",1,1
"2026-02-06",0,0
"2026-02-10",0,0
"2026-02-11",0,0
"2026-02-12",0,0
"2026-02-14",0,0
"2026-02-15",0,0
"2026-02-18",0,0
"2026-02-19",0,0
"2026-02-20",0,0
